id,individualCount,sex,organismRemarks,eventID,eventDate,locationID,county,locality,verbatimElevation,decimalLatitude,decimalLongitude,scientificName,higherClassification,genus,subgenus,specificEpithet,vernacularName
INS:ProyectoDengue67217:Aed-135,2,1 Macho | 1 Hembra,,Barrio_La_Paz,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio La Paz de Piamonte,330 m,1.1191784,-76.3312598,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-136,1,Hembra,,Barrio_La_Paz,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio La Paz de Piamonte,330 m,1.1191784,-76.3312598,Aedes albopictus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia | Scutellaris,Aedes,Aedes (Stegomyia),albopictus,Mosquito tigre
INS:ProyectoDengue67217:Culx-132,5,3 Machos | 2 Hembras,,Barrio_La_Paz,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio La Paz de Piamonte,330 m,1.1191784,-76.3312598,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-137,2,2 Machos,,Barrio_La_Paz,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio La Paz de Piamonte,331 m,1.1191596,-76.3313944,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-133,14,8 Machos | 6 Hembras,,Barrio_La_Paz,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio La Paz de Piamonte,331 m,1.1191596,-76.3313944,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-134,2,2 Machos,,Barrio_La_Paz,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio La Paz de Piamonte,331 m,1.1191698,-76.3314273,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-135,20,2 Machos | 18 Hembras,,Barrio_La_Paz,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio La Paz de Piamonte,334 m,1.1194908,-76.3317962,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-136,25,10 Machos | 15 Hembras,,Barrio_La_Paz,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio La Paz de Piamonte,333 m,1.1194608,-76.3317652,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-137,2,1 Macho | 1 Hembra,,Barrio_La_Paz,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio La Paz de Piamonte,332 m,1.1194537,-76.3316575,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-138,4,2 Machos | 2 Hembras,,Barrio_La_Paz,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio La Paz de Piamonte,332 m,1.1194654,-76.3314612,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-139,6,1 Macho | 5 Hembras,,Barrio_La_Paz,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio La Paz de Piamonte,336 m,1.1195499,-76.3319836,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-138,1,Macho,,Barrio_La_Paz,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio La Paz de Piamonte,339 m,1.1195865,-76.3323206,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-140,18,8 Machos | 10 Hembras,,Barrio_La_Paz,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio La Paz de Piamonte,339 m,1.1195865,-76.3323206,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-139,1,Macho,,Barrio_La_Paz,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio La Paz de Piamonte,340 m,1.1196182,-76.3324,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-141,15,8 Machos | 7 Hembras,,Barrio_La_Paz,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio La Paz de Piamonte,340 m,1.1196182,-76.3324,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-142,10,6 Machos | 4 Hembras,,Barrio_La_Paz,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio La Paz de Piamonte,338 m,1.1195659,-76.3324587,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-143,17,14 Machos | 3 Hembras,,Barrio_La_Paz,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio La Paz de Piamonte,338 m,1.119525,-76.3324533,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-144,3,1 Macho | 2 Hembras,,Barrio_Villa_Prados,2021-07-26,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,328 m,1.1184491,-76.3299261,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-140,3,3 Machos,,Barrio_Villa_Prados,2021-07-26,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,327 m,1.1185649,-76.3297004,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-145,5,3 Machos | 2 Hembras,,Barrio_Villa_Prados,2021-07-26,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,327 m,1.1185649,-76.3297004,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-146,2,2 Machos,,Barrio_Villa_Prados,2021-07-26,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,330 m,1.1183886,-76.3300409,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-147,5,1 Macho | 4 Hembras,,Barrio_Villa_Prados,2021-07-26,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,327 m,1.1186219,-76.3297326,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-141,2,2 Machos,,Barrio_Villa_Prados,2021-07-26,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,330 m,1.1190457,-76.3297545,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-148,1,Macho,,Barrio_Villa_Prados,2021-07-26,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,330 m,1.1190457,-76.3297545,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-149,1,Macho,,Barrio_Villa_Prados,2021-07-26,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,331 m,1.1193256,-76.3294131,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-150,3,3 Hembras,,Barrio_Villa_Prados,2021-07-26,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,328 m,1.1184644,-76.3293076,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-151,9,5 Machos | 4 Hembras,,Barrio_Villa_Prados,2021-07-26,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,330 m,1.1194681,-76.3292731,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-152,27,18 Machos | 9 Hembras,,Barrio_Villa_Prados,2021-07-26,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,330 m,1.1195105,-76.3291626,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-153,2,2 Hembras,,Barrio_Villa_Prados,2021-07-26,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,328 m,1.1179104,-76.3297562,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-154,1,Macho,,Barrio_Villa_Prados,2021-07-26,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,330 m,1.1193455,-76.3288769,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-155,1,Hembra,,Barrio_Villa_Prados,2021-07-26,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,330 m,1.1191678,-76.3290745,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-142,1,Hembra,,Barrio_Villa_Prados,2021-07-26,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,329 m,1.1187056,-76.3292016,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-156,1,Hembra,,Barrio_Villa_Prados,2021-07-26,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,329 m,1.1187056,-76.3292016,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-157,2,2 Machos,,Barrio_Villa_Prados,2021-07-26,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,328 m,1.1179947,-76.3291067,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-143,9,5 Machos | 4 Hembras,,Barrio_Villa_Prados,2021-07-26,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,328 m,1.1179391,-76.3291513,Aedes albopictus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia | Scutellaris,Aedes,Aedes (Stegomyia),albopictus,Mosquito tigre
INS:ProyectoDengue67217:Culx-158,2,1 Macho | 1 Hembra,,Barrio_Villa_Prados,2021-07-26,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,328 m,1.1179391,-76.3291513,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-144,1,Hembra,,Barrio_Villa_Prados,2021-07-26,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,328 m,1.1179773,-76.3291128,Aedes albopictus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia | Scutellaris,Aedes,Aedes (Stegomyia),albopictus,Mosquito tigre
INS:ProyectoDengue67217:Aed-145,1,Hembra,,Barrio_Villa_Prados,2021-07-26,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,325 m,1.117685,-76.3286222,Aedes albopictus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia | Scutellaris,Aedes,Aedes (Stegomyia),albopictus,Mosquito tigre
INS:ProyectoDengue67217:Culx-159,4,3 Machos | 1 Hembra,,Barrio_Villa_Prados,2021-07-26,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,331 m,1.1190251,-76.3291574,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-160,4,2 Machos | 2 Hembras,,Barrio_Villa_Prados,2021-07-26,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,322 m,1.1191911,-76.3264431,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-161,1,Macho,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,321 m,1.1195436,-76.3261191,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-162,2,2 Machos,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,323 m,1.1199165,-76.3258461,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-163,1,Hembra,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,322 m,1.119607,-76.3264961,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-164,5,4 Machos | 1 Hembra,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,325 m,1.1184575,-76.3285199,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-165,1,Hembra,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,322 m,1.1194805,-76.3266314,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-166,4,4 Machos,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,325 m,1.1184783,-76.3284813,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-167,5,4 Machos | 1 Hembra,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,325 m,1.1184988,-76.3284373,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-146,1,Hembra,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,325 m,1.1199227,-76.3270461,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-168,1,Macho,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,324 m,1.1200651,-76.326624,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-147,1,Hembra,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,323 m,1.1199826,-76.3266541,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-169,1,Hembra,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,325 m,1.1184412,-76.3278741,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-148,1,Hembra,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,329 m,1.1212651,-76.3261101,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-170,1,Macho,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,329 m,1.1212651,-76.3261101,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-171,2,1 Macho | 1 Hembra,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,325 m,1.1186173,-76.3275141,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-172,1,Hembra,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,330 m,1.1207748,-76.3268115,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-173,1,Macho,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,325 m,1.1191066,-76.3279406,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-174,1,Hembra,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,325 m,1.1193357,-76.3276626,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-175,1,Hembra,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,326 m,1.1178247,-76.3280676,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-176,1,Hembra,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,332 m,1.120225,-76.3278715,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-177,2,1 Macho | 1 Hembra,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,325 m,1.1190979,-76.3280025,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-149,2,1 Macho | 1 Hembra,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,331 m,1.120432,-76.3279639,Aedes albopictus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia | Scutellaris,Aedes,Aedes (Stegomyia),albopictus,Mosquito tigre
INS:ProyectoDengue67217:Culx-178,1,Hembra,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,331 m,1.120432,-76.3279639,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-150,1,Macho,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,325 m,1.1189196,-76.3283037,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-179,1,Macho,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,325 m,1.1189196,-76.3283037,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-180,1,Macho,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,330 m,1.1206143,-76.3278251,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-181,1,Macho,,Barrio_Villa_Prados,2021-07-27,CO:19533,Piamonte,Casa ubicada en el barrio Villa los Prados de Piamonte,324 m,1.1186361,-76.3280635,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-151,2,2 Hembras,,Barrio_Balboita,2021-10-05,CO:19532,Patía,Casa ubicada en el barrio Balboita de Patía (El Bordo),1013 m,2.1134562,-76.985434,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-182,1,Macho,,Barrio_Balboita,2021-10-05,CO:19532,Patía,Casa ubicada en el barrio Balboita de Patía (El Bordo),1013 m,2.1134562,-76.985434,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-152,1,Hembra,,Barrio_Balboita,2021-10-05,CO:19532,Patía,Casa ubicada en el barrio Balboita de Patía (El Bordo),1019 m,2.1140908,-76.9856105,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-153,1,Hembra,,Barrio_Balboita,2021-10-05,CO:19532,Patía,Casa ubicada en el barrio Balboita de Patía (El Bordo),1020 m,2.1144135,-76.9851854,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
